0.16193,-0.0942113,0.74482,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.161414,-0.094142,0.745926,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.113232,-0.0147385,0.275991,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.277552,-0.131995,0.968464,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.259594,-0.0886631,0.711493,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.392206,-0.287453,1.5889,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.324237,-0.310461,1.25537,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.370459,-0.327606,1.37414,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.277812,-0.217575,1.33382,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.151552,-0.182423,1.19588,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.0527504,-0.123239,0.869576,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.0333818,-0.158116,1.123,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.309582,-0.375322,1.38761,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.292047,-0.205289,1.34503,0.00563102,0.00385104,-0.00839178,0.999942,31,-0.000712367,-0.125354,-0.0298621
-0.0297938,-0.203878,1.11283,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.00417553,-0.245535,1.51961,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.324689,-0.329003,1.34317,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.343269,-0.353596,1.4391,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.343799,-0.243849,1.33157,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.397516,-0.246439,1.49609,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.12676,-0.0226092,0.337505,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.0616909,-0.0158196,0.288189,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.0215518,-0.0128173,0.268311,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.0165645,-0.007166,0.240404,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.0309549,0.00236177,0.181376,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.570043,-0.248759,1.54148,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.638726,-0.254704,1.57747,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.17473,-0.201133,0.778736,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
1.65354,-1.18925,6.75033,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.111856,-0.0109933,0.258542,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
0.101673,-0.0241883,0.352293,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
-0.349355,-0.405825,1.42051,0.000987461,0.00106769,-0.00152275,0.999998,16,-0.000234157,-0.0109916,-0.00218048
-0.130871,-0.214663,1.32334,0.000558742,0.000889854,-0.0011027,0.999999,15,-0.000343797,-0.00523718,-0.000769909
